Nation,Player,player_positions,Final_Overall,pace,shooting,passing,dribbling,defending,physic,Attack_Score,Midfield_Score,Defense_Score,Technical_Score,Athletic_Score,Overall_Percentile,Elite_Player,World_Class,Position_Group,Is_GK,Is_DEF,Is_MID,Is_ATT,Star_Player,Key_Player,Squad_Rank,Defender_Rating,Midfielder_Rating,Attacker_Rating,Importance_Score
Croatia,Igor Matanović,ST,71,68,69,55,67,34,74,68.1,64.3,50.0,61.0,71.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,25.0,46.2,64.3,68.1,142.0
Croatia,Marco Pašalić,"RM, RW, CAM",71,76,72,67,75,35,56,74.1,66.1,43.400000000000006,71.0,66.0,0.3449519230769231,0,0,MID,0,0,1,0,0,0,26.0,45.6,66.1,74.1,71.0
Curaçao,Riechedly Bazoer,"CDM, CM",73,72,58,66,68,68,74,65.2,69.0,70.4,67.0,73.0,0.469150641025641,0,0,MID,0,0,1,0,0,0,1.0,68.8,69.0,65.19999999999999,1898.0
Curaçao,Eloy Room,GK,72,50,11,44,46,11,70,33.2,52.4,34.6,45.0,60.0,0.40905448717948717,0,0,GK,1,0,0,0,0,0,2.0,29.400000000000002,52.4,33.199999999999996,1800.0
Curaçao,Jurgen Locadia,"ST, LW",72,80,74,62,74,28,72,75.8,68.6,45.6,68.0,76.0,0.40905448717948717,0,0,ATT,0,0,0,1,0,0,3.0,43.6,68.6,75.8,1728.0
Curaçao,Armando Obispo,CB,71,68,38,54,56,74,76,52.4,61.2,74.8,55.0,72.0,0.3449519230769231,0,0,DEF,0,1,0,0,0,0,4.0,70.4,61.2,52.400000000000006,1633.0
Curaçao,Leandro Bacuna,"CM, RB",71,72,60,66,68,60,72,66.0,68.39999999999999,64.8,67.0,72.0,0.3449519230769231,0,0,DEF,0,1,0,0,0,0,5.0,63.6,68.39999999999999,66.0,1562.0
Curaçao,Sontje Hansen,"ST, LW",71,78,72,62,72,28,70,73.8,67.4,44.8,67.0,74.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,6.0,43.2,67.4,73.8,1491.0
Curaçao,Joshua Brenet,RB,71,74,48,60,64,66,68,60.60000000000001,63.6,66.80000000000001,62.0,71.0,0.3449519230769231,0,0,DEF,0,1,0,0,0,0,7.0,65.2,63.6,60.60000000000001,1420.0
Curaçao,Tahith Chong,"RW, LW",71,84,68,64,78,30,68,75.8,69.4,45.2,71.0,76.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,8.0,44.400000000000006,69.4,75.80000000000001,1349.0
Curaçao,Kenji Gorré,"LW, RW",70,82,64,62,76,28,62,73.0,66.2,41.6,69.0,72.0,0.28205128205128205,0,0,ATT,0,0,0,1,0,0,9.0,41.6,66.2,73.0,1260.0
Curaçao,Gervane Kastaneer,"LW, RW",69,82,66,60,74,28,64,73.2,65.4,42.400000000000006,67.0,73.0,0.22956730769230768,0,0,ATT,0,0,0,1,0,0,10.0,41.6,65.4,73.2,1173.0
Curaçao,Juninho Bacuna,"CM, CAM",69,72,66,70,72,52,70,69.6,70.6,59.2,71.0,71.0,0.22956730769230768,0,0,MID,0,0,1,0,0,0,11.0,59.2,70.6,69.6,1104.0
Curaçao,Shurandy Sambo,"CB, LB",68,66,36,50,52,70,72,49.8,57.2,70.8,51.0,69.0,0.18028846153846154,0,0,DEF,0,1,0,0,0,0,12.0,66.4,57.2,49.800000000000004,1020.0
Curaçao,Jurien Gaari,CB,68,62,34,48,50,68,70,47.2,55.2,68.8,49.0,66.0,0.18028846153846154,0,0,DEF,0,1,0,0,0,0,13.0,64.4,55.2,47.2,952.0
Curaçao,Brandley Kuwas,"LW, RW",67,82,66,60,74,28,66,73.2,66.0,43.2,67.0,74.0,0.12740384615384615,0,0,ATT,0,0,0,1,0,0,14.0,42.0,66.0,73.2,871.0
Curaçao,Tyrese Noslin,"RM, RB, LM, RW",66,81,54,59,65,59,67,65.4,63.2,62.2,62.0,74.0,0.08854166666666667,0,0,DEF,0,1,0,0,0,0,15.0,60.599999999999994,63.2,65.4,792.0
Curaçao,Jeremy Antonisse,"CM,CDM",66,66,48,62,58,62,66,56.400000000000006,62.0,63.599999999999994,60.0,66.0,0.08854166666666667,0,0,MID,0,0,1,0,0,0,16.0,62.8,62.0,56.4,726.0
Curaçao,Sherel Floranus,"LB, LW",66,78,50,60,66,62,64,63.199999999999996,63.0,62.8,63.0,71.0,0.08854166666666667,0,0,DEF,0,1,0,0,0,0,17.0,62.0,63.0,63.2,660.0
Curaçao,Kevin Felida,"LW,LM",65,74,58,62,62,32,58,64.0,60.8,42.400000000000006,62.0,66.0,0.05448717948717949,0,0,MID,0,0,1,0,0,0,18.0,43.2,60.8,64.0,585.0
Curaçao,Roshon van Eijma,"CB,LB",65,68,40,54,52,65,67,52.0,57.3,65.8,53.0,67.5,0.05448717948717949,0,0,DEF,0,1,0,0,0,0,19.0,63.2,57.3,52.0,520.0
Curaçao,Deveron Fonville,"ST,LW",65,74,60,54,60,28,62,64.2,58.2,41.6,57.0,68.0,0.05448717948717949,0,0,ATT,0,0,0,1,0,0,20.0,40.0,58.2,64.2,455.0
Curaçao,Rangelo Janga,"ST,LW",65,74,60,54,58,28,60,63.599999999999994,57.0,40.8,56.0,67.0,0.05448717948717949,0,0,ATT,0,0,0,1,0,0,21.0,39.6,57.0,63.6,390.0
Curaçao,Ar'jany Martha,"CB, RB",64,64,36,50,52,70,72,49.2,57.2,70.8,51.0,68.0,0.03205128205128205,0,0,DEF,0,1,0,0,0,0,22.0,66.4,57.2,49.2,320.0
Curaçao,Godfried Roemeratoe,"RB,CB",64,70,42,56,54,64,66,54.0,58.400000000000006,64.8,55.0,68.0,0.03205128205128205,0,0,DEF,0,1,0,0,0,0,23.0,62.800000000000004,58.400000000000006,54.0,256.0
Curaçao,Regillio Simons,"LB,LW",64,70,42,56,54,62,64,54.0,57.8,62.8,55.0,67.0,0.03205128205128205,0,0,DEF,0,1,0,0,0,0,24.0,61.2,57.8,54.0,192.0
Curaçao,Livano Comenencia,"RB, CB, CDM, RM",62,74,43,55,61,57,61,57.7,58.599999999999994,58.599999999999994,58.0,67.5,0.014022435897435898,0,0,DEF,0,1,0,0,0,0,25.0,57.4,58.599999999999994,57.7,124.0
Curaçao,Tyrick Bodak,GK,60,80,62,58,72,28,64,70.4,64.0,42.400000000000006,65.0,72.0,0.008413461538461538,0,0,GK,1,0,0,0,0,0,26.0,41.2,64.0,70.39999999999999,60.0
Czech Republic,Patrik Schick,ST,85,72,83,71,81,38,77,79.1,75.8,53.6,76.0,74.5,0.9507211538461539,1,0,ATT,0,0,0,1,0,1,1.0,52.400000000000006,75.8,79.1,2210.0
Czech Republic,Ladislav Krejčí,"CB, CDM",78,72,68,68,69,76,84,69.5,73.10000000000001,79.2,68.5,78.0,0.7323717948717948,0,0,DEF,0,1,0,0,0,0,2.0,76.0,73.10000000000001,69.5,1950.0
Czech Republic,Lukáš Provod,"CAM, CM, LM",78,76,75,78,78,64,82,76.2,79.2,71.2,78.0,79.0,0.7323717948717948,0,0,MID,0,0,1,0,0,0,3.0,70.4,79.2,76.19999999999999,1872.0
Czech Republic,Tomáš Souček,"CDM, CM",78,45,72,71,68,78,82,62.7,73.39999999999999,79.6,69.5,63.5,0.7323717948717948,0,0,MID,0,0,1,0,0,0,4.0,77.4,73.39999999999999,62.699999999999996,1794.0
Czech Republic,Adam Hložek,"ST, RM, CAM, RW",77,78,78,72,77,31,79,77.69999999999999,75.6,50.2,74.5,78.5,0.6790865384615384,0,0,MID,0,0,1,0,0,0,5.0,48.8,75.6,77.7,1694.0
Czech Republic,Pavel Šulc,"CAM, LM, RM, CM",77,71,73,74,77,39,64,73.6,71.9,49.0,75.5,67.5,0.6790865384615384,0,0,MID,0,0,1,0,0,0,6.0,51.0,71.9,73.6,1617.0
Czech Republic,Jindřich Staněk,GK,76,52,10,43,46,11,73,33.4,52.9,35.800000000000004,44.5,62.5,0.624198717948718,0,0,GK,1,0,0,0,0,0,7.0,29.800000000000004,52.9,33.4,1520.0
Czech Republic,Michal Sadílek,"CDM, CM",76,53,58,75,71,72,79,60.4,75.0,74.8,73.0,66.0,0.624198717948718,0,0,MID,0,0,1,0,0,0,8.0,74.0,75.0,60.400000000000006,1444.0
Czech Republic,Tomáš Holeš,"CB, CDM",76,74,58,69,69,75,80,66.10000000000001,72.3,77.0,69.0,77.0,0.624198717948718,0,0,DEF,0,1,0,0,0,0,9.0,74.8,72.3,66.10000000000001,1368.0
Czech Republic,Matej Kovář,GK,75,51,12,45,48,12,68,34.5,52.8,34.400000000000006,46.5,59.5,0.5765224358974359,0,0,GK,1,0,0,0,0,0,10.0,29.8,52.8,34.5,1275.0
Czech Republic,Tomáš Chorý,ST,75,57,75,60,64,32,88,66.3,69.6,54.400000000000006,62.0,72.5,0.5765224358974359,0,0,ATT,0,0,0,1,0,0,11.0,48.8,69.6,66.3,1200.0
Czech Republic,David Douděra,"RM, RB, RW",74,89,66,65,72,65,67,74.7,67.69999999999999,65.8,68.5,78.0,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,12.0,65.4,67.69999999999999,74.7,1110.0
Czech Republic,Mojmír Chytil,ST,74,73,72,55,68,29,81,71.1,66.7,49.8,61.5,77.0,0.5224358974358975,0,0,ATT,0,0,0,1,0,0,13.0,44.599999999999994,66.7,71.1,1036.0
Czech Republic,David Zima,CB,74,76,38,54,62,75,75,56.599999999999994,62.7,75.0,58.0,75.5,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,14.0,70.8,62.7,56.599999999999994,962.0
Czech Republic,Lukáš Červ,"CDM, CM",74,69,65,67,69,71,78,67.4,70.9,73.80000000000001,68.0,73.5,0.5224358974358975,0,0,MID,0,0,1,0,0,0,15.0,71.60000000000001,70.9,67.4,888.0
Czech Republic,Vladimír Coufal,"RB, RM",73,58,56,70,70,74,71,60.800000000000004,70.3,72.8,70.0,64.5,0.469150641025641,0,0,DEF,0,1,0,0,0,0,16.0,72.6,70.3,60.8,803.0
Czech Republic,Lukáš Horníček,GK,73,48,10,40,42,10,68,31.0,49.0,33.2,41.0,58.0,0.469150641025641,0,0,GK,1,0,0,0,0,0,17.0,27.6,49.0,31.0,730.0
Czech Republic,David Jurásek,"LB, LM",73,83,61,68,72,67,74,70.9,71.0,69.8,70.0,78.5,0.469150641025641,0,0,DEF,0,1,0,0,0,0,18.0,68.6,71.0,70.89999999999999,657.0
Czech Republic,Jan Kuchta,"ST, RW, LW",73,77,71,64,71,34,80,72.8,70.9,52.4,67.5,78.5,0.469150641025641,0,0,ATT,0,0,0,1,0,0,19.0,49.2,70.9,72.8,584.0
Czech Republic,Vladimír Darida,"CM,CAM",72,72,62,70,68,50,62,66.8,67.0,54.8,69.0,67.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,20.0,56.4,67.0,66.8,504.0
Czech Republic,Jaroslav Zelený,"CB, LB, LM",72,74,62,69,70,71,75,68.0,71.1,72.6,69.5,74.5,0.40905448717948717,0,0,DEF,0,1,0,0,0,0,21.0,71.4,71.1,68.0,432.0
Czech Republic,Robin Hranáč,CB,71,75,38,51,52,70,76,53.3,58.8,72.4,51.5,75.5,0.3449519230769231,0,0,DEF,0,1,0,0,0,0,22.0,67.4,58.8,53.300000000000004,355.0
Czech Republic,Štěpán Chaloupek,CB,70,69,34,52,57,68,76,51.4,60.7,71.2,54.5,72.5,0.28205128205128205,0,0,DEF,0,1,0,0,0,0,23.0,66.4,60.7,51.39999999999999,280.0
Czech Republic,Denis Višinský,"LW, CAM, RW, LM",68,76,61,65,69,47,59,67.9,64.4,51.8,67.0,67.5,0.18028846153846154,0,0,MID,0,0,1,0,0,0,24.0,53.0,64.4,67.9,204.0
Czech Republic,Alexandr Šojka,"CM,CDM",68,64,46,62,58,64,68,55.0,62.6,65.6,60.0,66.0,0.18028846153846154,0,0,MID,0,0,1,0,0,0,25.0,64.4,62.6,55.0,136.0
Czech Republic,Hugo Sochůrek,GK,65,44,10,38,40,11,60,29.2,45.2,30.6,39.0,52.0,0.05448717948717949,0,0,GK,1,0,0,0,0,0,26.0,26.200000000000003,45.2,29.2,65.0
Democratic Republic of the Congo,Yoane Wissa,ST,82,85,82,70,80,31,71,82.30000000000001,73.3,47.0,75.0,78.0,0.8854166666666666,0,0,ATT,0,0,0,1,0,0,1.0,46.8,73.3,82.30000000000001,2132.0
Democratic Republic of the Congo,Simon Banza,"ST, LW",81,80,74,60,70,28,72,74.6,66.6,45.6,65.0,76.0,0.8553685897435898,0,0,ATT,0,0,0,1,0,0,2.0,43.2,66.6,74.6,2025.0
Democratic Republic of the Congo,Aaron Wan-Bissaka,"RB, RM",80,80,51,69,77,78,73,67.5,72.6,76.0,73.0,76.5,0.8221153846153846,0,0,DEF,0,1,0,0,0,0,3.0,75.2,72.6,67.5,1920.0
Democratic Republic of the Congo,Cédric Bakambu,ST,77,78,78,68,72,40,68,76.19999999999999,69.19999999999999,51.2,70.0,73.0,0.6790865384615384,0,0,ATT,0,0,0,1,0,0,4.0,51.2,69.19999999999999,76.2,1771.0
Democratic Republic of the Congo,Chancel Mbemba,CB,75,70,40,54,56,78,80,53.8,62.400000000000006,78.8,55.0,75.0,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,5.0,73.6,62.400000000000006,53.8,1650.0
Democratic Republic of the Congo,Ngal'ayel Mukau,"CDM, CM",74,69,57,65,71,70,75,64.8,69.8,72.0,68.0,72.0,0.5224358974358975,0,0,MID,0,0,1,0,0,0,6.0,70.0,69.8,64.8,1554.0
Democratic Republic of the Congo,Gael Kakuta,"CM,LW",74,78,68,72,76,44,64,73.4,70.8,52.0,74.0,71.0,0.5224358974358975,0,0,MID,0,0,1,0,0,0,7.0,53.6,70.8,73.4,1480.0
Democratic Republic of the Congo,Noah Sadiki,"CB, CDM",74,70,38,56,58,74,74,53.6,62.0,74.0,57.0,72.0,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,8.0,70.4,62.0,53.6,1406.0
Democratic Republic of the Congo,Joris Kayembe,"RW, LW",74,80,64,62,72,28,66,71.2,66.2,43.2,67.0,73.0,0.5224358974358975,0,0,ATT,0,0,0,1,0,0,9.0,42.4,66.2,71.2,1332.0
Democratic Republic of the Congo,Arthur Masuaku,"LB,LM",73,76,52,68,70,66,68,64.6,68.6,66.80000000000001,69.0,72.0,0.469150641025641,0,0,DEF,0,1,0,0,0,0,10.0,66.80000000000001,68.6,64.6,1241.0
Democratic Republic of the Congo,Axel Tuanzebe,"RB, CB",73,76,36,64,68,73,75,57.599999999999994,68.5,73.8,66.0,75.5,0.469150641025641,0,0,DEF,0,1,0,0,0,0,11.0,71.6,68.5,57.6,1168.0
Democratic Republic of the Congo,Fiston Mayele,ST,72,74,68,58,62,30,66,68.0,61.599999999999994,44.400000000000006,60.0,70.0,0.40905448717948717,0,0,ATT,0,0,0,1,0,0,12.0,42.800000000000004,61.599999999999994,68.0,1080.0
Democratic Republic of the Congo,Theo Bongonda,"LW,RW",72,80,64,66,72,30,60,71.2,66.0,42.0,69.0,70.0,0.40905448717948717,0,0,ATT,0,0,0,1,0,0,13.0,43.2,66.0,71.2,1008.0
Democratic Republic of the Congo,Timothy Fayulu,GK,72,48,12,44,46,12,66,33.0,51.2,33.6,45.0,57.0,0.40905448717948717,0,0,GK,1,0,0,0,0,0,14.0,29.2,51.2,33.0,936.0
Democratic Republic of the Congo,Samuel Moutoussamy,"CM,CDM",71,68,52,66,62,64,70,59.8,66.0,66.4,64.0,69.0,0.3449519230769231,0,0,MID,0,0,1,0,0,0,15.0,65.6,66.0,59.8,852.0
Democratic Republic of the Congo,Dylan Batubinsika,CB,71,72,38,54,56,76,76,53.599999999999994,61.2,76.0,55.0,74.0,0.3449519230769231,0,0,DEF,0,1,0,0,0,0,16.0,71.60000000000001,61.2,53.599999999999994,781.0
Democratic Republic of the Congo,Steve Kapuadi,CB,71,65,33,45,50,70,83,47.7,57.9,75.2,47.5,74.0,0.3449519230769231,0,0,DEF,0,1,0,0,0,0,17.0,67.6,57.9,47.7,710.0
Democratic Republic of the Congo,Meschak Elia,"LW,ST",71,82,66,64,70,32,60,72.0,64.6,43.2,67.0,71.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,18.0,44.0,64.6,72.0,639.0
Democratic Republic of the Congo,Lionel Mpasi,"LW, RW",71,72,68,67,70,35,69,69.8,68.5,48.6,68.5,70.5,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,19.0,48.199999999999996,68.5,69.8,568.0
Democratic Republic of the Congo,Edo Kayembe,"CM, LW",71,76,60,66,68,50,66,67.2,66.6,56.400000000000006,67.0,71.0,0.3449519230769231,0,0,MID,0,0,1,0,0,0,20.0,56.400000000000006,66.6,67.19999999999999,497.0
Democratic Republic of the Congo,Gedeon Kalulu,"RW,LW",71,80,64,64,70,30,60,70.6,64.6,42.0,67.0,70.0,0.3449519230769231,0,0,ATT,0,0,0,1,0,0,21.0,42.8,64.6,70.6,426.0
Democratic Republic of the Congo,Charles Pickel,"CDM, CM",71,68,52,64,64,68,72,60.4,66.39999999999999,69.6,64.0,70.0,0.3449519230769231,0,0,MID,0,0,1,0,0,0,22.0,68.0,66.39999999999999,60.400000000000006,355.0
Democratic Republic of the Congo,Nathanael Mbuku,"RM, ST, RW",70,73,63,68,74,35,53,69.30000000000001,65.30000000000001,42.2,71.0,63.0,0.28205128205128205,0,0,MID,0,0,1,0,0,0,23.0,45.2,65.30000000000001,69.3,280.0
Democratic Republic of the Congo,Matthieu Epolo,GK,70,46,11,42,44,12,64,31.4,49.2,32.8,43.0,55.0,0.28205128205128205,0,0,GK,1,0,0,0,0,0,24.0,28.4,49.2,31.4,210.0
Democratic Republic of the Congo,Aaron Tshibola,"CDM,CM",70,68,50,65,62,66,72,58.99999999999999,66.19999999999999,68.4,63.5,70.0,0.28205128205128205,0,0,MID,0,0,1,0,0,0,25.0,67.0,66.19999999999999,59.0,140.0
Democratic Republic of the Congo,Brian Cipenga,LB,66,70,42,56,58,66,66,55.2,59.599999999999994,66.0,57.0,68.0,0.08854166666666667,0,0,DEF,0,1,0,0,0,0,26.0,64.0,59.599999999999994,55.199999999999996,66.0
Ecuador,Moisés Caicedo,"CDM, CM",87,82,66,78,78,80,80,74.39999999999999,78.6,80.0,78.0,81.0,0.9743589743589743,1,0,MID,0,0,1,0,0,1,1.0,79.6,78.6,74.4,2262.0
Ecuador,Willian Pacho,CB,86,74,40,56,58,80,78,55.599999999999994,63.199999999999996,79.2,57.0,76.0,0.9639423076923077,1,0,DEF,0,1,0,0,0,1,2.0,74.8,63.199999999999996,55.6,2150.0
Ecuador,Piero Hincapié,"CB, LB",83,80,44,60,66,80,78,61.400000000000006,67.19999999999999,79.2,63.0,79.0,0.9118589743589743,0,0,DEF,0,1,0,0,0,0,3.0,75.6,67.19999999999999,61.400000000000006,1992.0
Ecuador,Pervis Estupiñán,LB,79,86,58,70,76,72,72,71.8,72.39999999999999,72.0,73.0,79.0,0.7772435897435898,0,0,DEF,0,1,0,0,0,0,4.0,71.6,72.39999999999999,71.8,1817.0
Ecuador,Felix Torres,CB,77,72,44,62,58,77,78,56.599999999999994,65.6,77.4,60.0,75.0,0.6790865384615384,0,0,DEF,0,1,0,0,0,0,5.0,74.2,65.6,56.6,1694.0
Ecuador,Joel Ordóñez,CB,75,72,38,54,56,76,76,53.599999999999994,61.2,76.0,55.0,74.0,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,6.0,71.60000000000001,61.2,53.599999999999994,1575.0
Ecuador,Ángelo Preciado,RB,75,78,52,62,66,70,72,64.0,66.2,70.8,64.0,75.0,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,7.0,68.8,66.2,64.0,1500.0
Ecuador,Hernán Galíndez,GK,74,48,11,42,44,11,70,32.0,51.0,34.6,43.0,59.0,0.5224358974358975,0,0,GK,1,0,0,0,0,0,8.0,29.0,51.0,31.999999999999996,1406.0
Ecuador,Gonzalo Plata,"RW,LW",74,84,68,68,74,34,62,74.60000000000001,68.0,45.2,71.0,73.0,0.5224358974358975,0,0,ATT,0,0,0,1,0,0,9.0,46.4,68.0,74.60000000000001,1332.0
Ecuador,Kendry Páez,"CAM, CM",73,76,68,74,80,40,62,74.0,72.2,48.8,77.0,69.0,0.469150641025641,0,0,MID,0,0,1,0,0,0,10.0,51.2,72.2,74.0,1241.0
Ecuador,Alexander Domínguez,GK,73,48,12,44,46,13,67,33.0,51.5,34.6,45.0,57.5,0.469150641025641,0,0,GK,1,0,0,0,0,0,11.0,30.0,51.5,33.0,1168.0
Ecuador,Jeremy Sarmiento,"LW,CAM",72,78,62,68,68,34,58,68.6,65.0,43.6,68.0,68.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,12.0,45.6,65.0,68.6,1080.0
Ecuador,Alan Franco,"CM,CDM",72,68,50,66,62,66,70,58.99999999999999,66.0,67.6,64.0,69.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,13.0,66.8,66.0,59.0,1008.0
Ecuador,Jackson Porozo,CB,72,70,42,58,56,72,74,54.6,62.2,72.8,57.0,72.0,0.40905448717948717,0,0,DEF,0,1,0,0,0,0,14.0,69.6,62.2,54.599999999999994,936.0
Ecuador,Kevin Rodríguez,"RW, LW",72,83,67,61,74,33,69,73.9,67.3,47.400000000000006,67.5,76.0,0.40905448717948717,0,0,ATT,0,0,0,1,0,0,15.0,45.800000000000004,67.3,73.9,864.0
Ecuador,John Yeboah,"RW, LW",70,82,68,62,76,28,66,74.6,67.4,43.2,69.0,74.0,0.28205128205128205,0,0,ATT,0,0,0,1,0,0,16.0,42.4,67.4,74.6,770.0
Ecuador,Alan Minda,"LW, ST",70,80,68,60,72,28,66,72.8,65.39999999999999,43.2,66.0,73.0,0.28205128205128205,0,0,ATT,0,0,0,1,0,0,17.0,42.0,65.39999999999999,72.8,700.0
Ecuador,Jeremy Arevalo,"CM,CDM",70,68,52,66,62,64,70,59.8,66.0,66.4,64.0,69.0,0.28205128205128205,0,0,MID,0,0,1,0,0,0,18.0,65.6,66.0,59.8,630.0
Ecuador,Yaimar Medina,RB,70,76,48,60,62,68,68,60.599999999999994,62.99999999999999,68.0,61.0,72.0,0.28205128205128205,0,0,DEF,0,1,0,0,0,0,19.0,66.4,62.99999999999999,60.599999999999994,560.0
Ecuador,Gonzalo Valle,CB,70,64,36,50,52,72,72,49.2,57.2,72.0,51.0,68.0,0.28205128205128205,0,0,DEF,0,1,0,0,0,0,20.0,67.6,57.2,49.2,490.0
Ecuador,Jordy Alcívar,"CM, CDM",68,70,56,68,68,66,68,63.8,68.0,66.80000000000001,68.0,69.0,0.18028846153846154,0,0,MID,0,0,1,0,0,0,21.0,66.80000000000001,68.0,63.800000000000004,408.0
Ecuador,Nilson Angulo,"LW, LB",67,80,62,64,72,56,66,70.4,67.0,60.0,68.0,73.0,0.12740384615384615,0,0,DEF,0,1,0,0,0,0,22.0,59.60000000000001,67.0,70.39999999999999,335.0
Ecuador,Anthony Valencia,"RW, ST",67,84,72,62,76,30,72,76.8,69.2,46.8,69.0,78.0,0.12740384615384615,0,0,ATT,0,0,0,1,0,0,23.0,44.8,69.2,76.8,268.0
Ecuador,Denil Castillo,LB,67,76,46,60,64,68,68,60.400000000000006,63.6,68.0,62.0,72.0,0.12740384615384615,0,0,DEF,0,1,0,0,0,0,24.0,66.4,63.6,60.400000000000006,201.0
Ecuador,Moisés Ramírez,GK,67,44,11,40,42,11,61,30.2,46.900000000000006,31.0,41.0,52.5,0.12740384615384615,0,0,GK,1,0,0,0,0,0,25.0,26.8,46.900000000000006,30.200000000000003,134.0
Ecuador,Jordy Caicedo,ST,66,72,72,54,64,28,74,69.6,63.0,46.400000000000006,59.0,73.0,0.08854166666666667,0,0,ATT,0,0,0,1,0,0,26.0,42.400000000000006,63.0,69.6,66.0
Egypt,Mohamed Salah,"RW, ST",91,90,89,82,90,46,74,89.6,82.0,57.2,86.0,82.0,0.999198717948718,1,1,ATT,0,0,0,1,1,1,1.0,58.8,82.0,89.6,2366.0
Egypt,Omar Marmoush,"ST, LW",84,84,82,74,82,32,72,82.60000000000001,75.8,48.0,78.0,78.0,0.9314903846153846,0,0,ATT,0,0,0,1,0,0,2.0,48.400000000000006,75.8,82.6,2100.0
Egypt,Mohamed El Shenawy,GK,79,50,11,44,46,11,72,33.2,53.0,35.4,45.0,61.0,0.7772435897435898,0,0,GK,1,0,0,0,0,0,3.0,29.8,53.0,33.199999999999996,1896.0
Egypt,Ahmed Sayed Zizo,"CAM, LW",78,76,66,68,74,34,64,71.4,68.60000000000001,46.0,71.0,70.0,0.7323717948717948,0,0,MID,0,0,1,0,0,0,4.0,46.800000000000004,68.60000000000001,71.4,1794.0
Egypt,Emam Ashour,"CM, CDM",76,70,58,68,68,66,70,64.6,68.6,67.6,68.0,70.0,0.624198717948718,0,0,MID,0,0,1,0,0,0,5.0,67.2,68.6,64.6,1672.0
Egypt,Mahmoud Hassan Trezeguet,"RW, CAM",76,84,72,68,78,32,68,77.4,71.0,46.400000000000006,73.0,76.0,0.624198717948718,0,0,MID,0,0,1,0,0,0,6.0,46.4,71.0,77.4,1596.0
Egypt,Mostafa Mohamed,ST,76,74,74,62,66,34,72,71.60000000000001,66.2,49.2,64.0,73.0,0.624198717948718,0,0,ATT,0,0,0,1,0,0,7.0,47.199999999999996,66.2,71.6,1520.0
Egypt,Ahmed Fattouh,RB,75,72,46,58,62,66,68,58.599999999999994,62.199999999999996,66.80000000000001,60.0,70.0,0.5765224358974359,0,0,DEF,0,1,0,0,0,0,8.0,64.80000000000001,62.199999999999996,58.599999999999994,1425.0
Egypt,Hamdy Fathy,"RW, LW",75,78,66,64,74,30,66,72.0,67.6,44.400000000000006,69.0,72.0,0.5765224358974359,0,0,ATT,0,0,0,1,0,0,9.0,44.0,67.6,72.0,1350.0
Egypt,Ahmed Hegazi,CB,74,68,42,58,56,74,78,54.0,63.4,75.6,57.0,73.0,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,10.0,71.6,63.4,54.0,1258.0
Egypt,Ibrahim Adel,"RW, LW",74,82,70,64,76,30,64,75.39999999999999,67.60000000000001,43.6,70.0,73.0,0.5224358974358975,0,0,ATT,0,0,0,1,0,0,11.0,43.6,67.60000000000001,75.39999999999999,1184.0
Egypt,Mohamed Abdelmonem,CB,74,62,40,63,61,74,74,52.89999999999999,65.7,74.0,62.0,68.0,0.5224358974358975,0,0,DEF,0,1,0,0,0,0,12.0,71.80000000000001,65.7,52.89999999999999,1110.0
Egypt,Yasser Ibrahim,CB,73,64,36,50,52,72,72,49.2,57.2,72.0,51.0,68.0,0.469150641025641,0,0,DEF,0,1,0,0,0,0,13.0,67.6,57.2,49.2,1022.0
Egypt,Mohamed Hany,"CB, LB",73,68,38,52,54,74,74,51.8,59.2,74.0,53.0,71.0,0.469150641025641,0,0,DEF,0,1,0,0,0,0,14.0,69.60000000000001,59.2,51.8,949.0
Egypt,Marwan Hamdy,"ST,LW",72,76,68,62,66,32,64,69.8,63.8,44.8,64.0,70.0,0.40905448717948717,0,0,ATT,0,0,0,1,0,0,15.0,44.4,63.8,69.8,864.0
Egypt,Ramadan Sobhi,"CM,CAM",72,76,64,70,72,40,62,70.0,68.19999999999999,48.8,71.0,69.0,0.40905448717948717,0,0,MID,0,0,1,0,0,0,16.0,50.4,68.19999999999999,70.0,792.0
Egypt,Karim Hafez,CB,72,62,34,48,50,70,72,47.2,55.8,70.8,49.0,67.0,0.40905448717948717,0,0,DEF,0,1,0,0,0,0,17.0,66.0,55.8,47.2,720.0
Egypt,Mohannad Lasheen,ST,70,72,66,58,62,30,64,66.6,61.0,43.6,60.0,68.0,0.28205128205128205,0,0,ATT,0,0,0,1,0,0,18.0,42.400000000000006,61.0,66.6,630.0
